,Date,Ticker,Url,headline,source,snippet
7,1 month ago,MSFT,"https://finance.yahoo.com/news/microsoft-ceo-the-cloud-will-drive-economic-growth-111900406.html"" ","Microsoft CEO: 'Software is ultimately the biggest deflationary force' for 
businesses",Yahoo Finance,"Microsoft CEO: 'Software is ultimately the biggest deflationary force' for 
businesses. Daniel Howley. October 16, 2022 ·3 min read."
8,1 month ago,MSFT,"https://seekingalpha.com/news/3890867-microsoft-takes-aim-at-sony-in-response-to-uks-activision-probe"" ",Microsoft takes aim at Sony in response to UK's Activision ...,Seeking Alpha,"Our Strong Buy recommendations are beating the market by over 4-1. Stocks 
Rated As Strong Buy. Average Annualized Return. 29%. Join..."
9,1 month ago,MSFT,"https://www.financialexpress.com/audio/expresso-business-update/business-news-at-1000-am-on-16th-october-2022/2712281/"" ",Weekly Business News Roundup at 10:00 am on 16th October 2022,The Financial Express,"Weekly Business News Roundup at 10:00 am on 16th October 2022 ... Listen to 
the weekly round-up of news related to business, finance, and economy..."
0,1 month ago,MSFT,"https://www.nasdaq.com/articles/stock-market-news-for-oct-17-2022"" ","Stock Market News for Oct 17, 2022",Nasdaq,"Stock Market News for Oct 17, 2022 ... Shares of Salesforce, Inc. CRM and 
Microsoft Corporation MSFT declined 2.2% and 2.4%, respectively."
1,1 month ago,MSFT,"https://www.fool.com/investing/2022/10/17/why-microsoft-was-up-today/"" ",Why Microsoft Was Up Today,The Motley Fool,"Shares of Microsoft (MSFT 0.00%) were up 3.5% as of 1:31 p.m. ET on Monday, 
following favorable analyst notes. Mizuho Securities and Morgan..."
2,1 month ago,MSFT,"https://seekingalpha.com/article/4546707-microsoft-dont-lose-your-money"" ",Microsoft Stock: Don't Lose Your Money (NASDAQ:MSFT),Seeking Alpha,"With Microsoft trading at a low 20s earnings multiple today, it can 
repurchase shares at a pretty meaningful pace. MSFT TTM Stock Buybacks 
Data..."
3,1 month ago,MSFT,"https://www.benzinga.com/news/22/10/29286876/microsoft-to-320-plus-stifel-slashes-pt-on-ibm"" ","Microsoft To $320? Plus Stifel Slashes PT On IBM - Check Point Software 
(NASDAQ:CHKP), First Republic Ban",Benzinga,"Mizuho analyst Gregg Moskowitz maintained a Buy rating on the stock. 
Microsoft shares rose 1.4% to $231.83 in pre-market trading. Stifel cut 
the..."
4,1 month ago,MSFT,"https://www.cnbc.com/2022/10/18/5-things-to-know-before-the-stock-market-opens-tuesday-october-18.html"" ",5 things to know before the stock market opens Tuesday,CNBC,"Traders work on the floor of the New York Stock Exchange (NYSE) in New York 
City, October 17, 2022. ... Here are the most important news items..."
5,1 month ago,MSFT,"https://www.fool.com/investing/2022/10/17/why-alphabet-amazon-and-microsoft-stock-should-be/"" ","Why Alphabet, Amazon, and Microsoft Stock Should Be in ...",The Motley Fool,"Why Alphabet, Amazon, and Microsoft Stock Should Be in Your Portfolio. By 
Jose Najarro – Oct 17, 2022 at 10:00AM. You're reading a free article 
with..."
6,1 month ago,MSFT,"https://seekingalpha.com/article/4546561-microsoft-q1-2023-earnings-preview-stock-hold"" ",Microsoft Stock Q1 2023: All Eyes On Earnings (NASDAQ:MSFT),Seeking Alpha,"As a consequence, I label Microsoft stock a 'Hold' going into earnings. ... 
Search and news advertising, as well as Microsoft Surface."
7,07-Jun-2022,MSFT,"https://seekingalpha.com/article/4516896-why-has-microsoft-stock-been-falling"" ",Why Has Microsoft Stock Been Falling; Will It Rebound ...,Seeking Alpha,"The news resulted in the shares dropping more than 2% pre-market on 
Thursday, and the stock was down nearly 1.7% for the week when the..."
8,30-Jun-2022,MSFT,"https://seekingalpha.com/article/4521039-microsoft-stock-bullish-vs-bearish"" ",Microsoft Stock: Bullish View Vs. Bearish View (NASDAQ:MSFT),Seeking Alpha,"LinkedIn helped to push the company's digital search and news advertising 
revenues up 29% to $8.7 billion over the first three quarters of the..."
9,1 month ago,MSFT,"https://www.businesstoday.in/latest/corporate/story/microsoft-lays-off-near-1000-employees-in-teams-across-countries-report-350171-2022-10-18"" ",Microsoft lays off near 1000 employees in teams across ...,Business Today,"Laid off employees took to twitter to break the news to the world. KC 
Lemson, formerly a group product manager took to Twitter to express her..."
0,1 month ago,MSFT,"https://seekingalpha.com/article/4552534-how-do-microsofts-layoffs-affect-stock-outlook"" ",How Do Microsoft's Layoffs Affect Its Stock Outlook? (NASDAQ ...,Seeking Alpha,"I retain a Buy rating for Microsoft; I view MSFT's shares as ... Earlier, 
an October 18, 2022, Seeking Alpha News article cited a Wall..."
1,1 week ago,MSFT,"https://finance.yahoo.com/news/inflation-concerns-dragged-hasbro-shares-152124051.html"" ",Inflation Concerns Dragged Hasbro (HAS) Shares in the Third Quarter,Yahoo Finance,"ClearBridge Investments highlighted stocks like Hasbro, ... returns were 
positions in Microsoft, Ball, Intel, Hasbro and McCormick (MKC).""."
2,1 month ago,MSFT,"https://simplywall.st/stocks/us/software/nasdaq-msft/microsoft/news/is-there-an-opportunity-with-microsoft-corporations-nasdaqms"" ","Is There An Opportunity With Microsoft Corporation's (NASDAQ:MSFT) 27% 
Undervaluation?",Simply Wall St,"Does the October share price for Microsoft Corporation (NASDAQ:MSFT) 
reflect what it's really worth? Today, we will estimate the stock's..."
3,1 month ago,MSFT,"https://in.investing.com/news/microsoft-lays-off-nearly-1000-employees-report-3381859"" ",Microsoft lays off nearly 1000 employees: Report,Investing.com,"Microsoft lays off nearly 1,000 employees: Report. IANS; Stock Market News; 
2022-10-18 13:45. Microsoft lays off nearly 1,000 employees: Report..."
4,1 month ago,MSFT,"https://www.fool.com/investing/2022/10/18/why-microsoft-is-down-29-this-year/"" ",Why Microsoft Is Down 29% This Year,The Motley Fool,"The PC market has declined considerably in 2022. · Investors have grown 
weary of tech stocks, a leading reason for Microsoft's stock dip. · The..."
5,1 month ago,MSFT,"https://seekingalpha.com/article/4546707-microsoft-dont-lose-your-money"" ",Microsoft Stock: Don't Lose Your Money (NASDAQ:MSFT),Seeking Alpha,"With Microsoft trading at a low 20s earnings multiple today, it can 
repurchase shares at a pretty meaningful pace. MSFT TTM Stock Buybacks 
Data..."
6,1 month ago,MSFT,"https://seekingalpha.com/article/4546788-meta-down-minus-62-56-percent-ytd-teaming-up-with-microsoft-could-be-a-major-future-catalyst"" ","Meta Stock Down -62.56% YTD, Teaming Up With Microsoft ...",Seeking Alpha,"Mr. Market has overdone it, and the news shouldn't cause META to lose ... 
With every share of stock purchased, you're getting an equity..."
7,1 month ago,MSFT,"https://www.cnbc.com/2022/10/17/stock-futures-rise-after-nasdaq-notches-best-day-since-july-.html"" ","Dow closes up more than 300 points as strong earnings boost stocks in 
choppy market",CNBC,"He owns the stock and thinks a lot of bad news is already baked into the 
name ... Microsoft was last down 0.2% after rising as much as 2.7%."
8,2 days ago,MSFT,"https://frontofficesports.com/newsletter/fos-pm-oaklands-plan-to-keep-as/"" ",FOS PM: Oakland's Plan to Keep A's,Front Office Sports,"Shares in the team fell 6% in early trading Tuesday in Milan before ... 
Microsoft's acquisition of Activision Blizzard draws the FTC's..."
9,1 month ago,MSFT,"https://finance.yahoo.com/news/stock-market-news-live-updates-october-26-114326444-114957078.html"" ","Stock market news live updates: Tech titans lead stocks down after weak 
earnings",Yahoo Finance,"U.S. stocks slumped Wednesday after weak earnings from Alphabet (GOOGL) and 
Microsoft (MSFT) raised concerns that slowing output could dent..."
0,3 weeks ago,MSFT,"https://www.financialexpress.com/investing-abroad/featured-stories/why-us-is-the-perfect-market-to-diversify-away-from-indias-risk/2780341/"" ",Why US is the perfect market to diversify away from India’s risk,The Financial Express,"Presently, US stocks are in a bear market but should they be shunned ... it 
seems to be an outlier – nearly 10% as of 19-Oct-2022 (82.86 vs."
1,1 month ago,MSFT,"https://in.investing.com/news/microsoft-earnings-revenue-beat-in-q1-3390371"" ","Microsoft earnings, Revenue beat in Q1",Investing.com,"Microsoft shares are down 25% from the beginning of the year and are ... 
ASML ADR had beat expectations on Wednesday, October 19, 2022 with..."
2,1 month ago,MSFT,"https://seekingalpha.com/article/4546707-microsoft-dont-lose-your-money"" ",Microsoft Stock: Don't Lose Your Money (NASDAQ:MSFT),Seeking Alpha,"With Microsoft trading at a low 20s earnings multiple today, it can 
repurchase shares at a pretty meaningful pace. MSFT TTM Stock Buybacks 
Data..."
3,1 month ago,MSFT,"https://www.cnbc.com/2022/10/18/stock-market-futures-open-to-close-news.html"" ","Stocks snap two-day winning streak as 10-year yield hits highest level 
since 2008",CNBC,"“The good news from this data is that the year following on from one with 
such ... better than Microsoft management's expectation of a 500-point 
headwind."
4,1 month ago,MSFT,"https://www.indiainfoline.com/markets/live-news/2022-10-19/Live-News-Sensex-Nifty-live-stock-markets-bse-nse-futures-and-options-derivative-trading"" ",News Today | Live News | Live News Today 2022-10-19,IndiaInfoline,"According to data, it sold over 53 million shares for Rs263.7 each to raise 
Rs1,396 ... According to news reports, Microsoft Corporation,..."
5,1 month ago,MSFT,"https://www.tipranks.com/news/article/microsoft-stock-despite-mounting-headwinds-still-a-top-idea-says-morgan-stanley"" ","Microsoft Stock: Despite Mounting Headwinds, Still a 'Top Idea ...",TipRanks,"Microsoft Stock: Despite Mounting Headwinds, Still a 'Top Idea,' Says 
Morgan Stanley. Marty ShtrubelOct 19, 2022, 11:34 AM. In this article:."
6,1 month ago,MSFT,"https://www.businesstoday.in/bt-tv/the-aabha-bakaya-show/video/why-did-microsoft-layoff-1000-employees-350265-2022-10-19"" ","Why Did Microsoft Layoff 1,000 Employees?",Business Today,"New Delhi,; Oct 19, 2022,; Updated Oct 19, 2022, · New Delhi,; Oct 19, 
2022,; Updated Oct 19, 2022, · Updated Oct 19, 2022, 11:53 AM IST. 
Microsoft has laid..."
7,1 month ago,MSFT,"https://seekingalpha.com/article/4546788-meta-down-minus-62-56-percent-ytd-teaming-up-with-microsoft-could-be-a-major-future-catalyst"" ","Meta Stock Down -62.56% YTD, Teaming Up With Microsoft ...",Seeking Alpha,"Mr. Market has overdone it, and the news shouldn't cause META to lose ... 
With every share of stock purchased, you're getting an equity..."
8,1 month ago,MSFT,"https://www.zacks.com/stock/news/1994172/netflix-returns-to-growth-shares-spike-etfs-to-tap"" ","Netflix Returns to Growth, Shares Spike: ETFs to Tap",Zacks,"Netflix Returns to Growth, Shares Spike: ETFs to Tap. Sweta Killa October 
19, 2022. MSFT Quick Quote MSFT NFLX Quick Quote NFLX"
9,1 month ago,MSFT,"https://www.barrons.com/articles/microsoft-earnings-stock-buy-51666196605"" ","Microsoft Stock Is a Buy Even If Earnings Disappoint, Analyst Says",Barron's,"Investors are wondering whether Microsoft can overcome the headwinds of 
rapidly softening computer demand, and a slowdown in technology..."
0,3 weeks ago,MSFT,"https://stocknews.com/news/msft-pep-biib-ftnt-4-nasdaq-stocks-youll-never-regret-buying/"" ",MSFT: 4 Nasdaq Stocks You'll Never Regret Buying,StockNews,"4 Nasdaq Stocks You'll Never Regret Buying. NASDAQ: MSFT | Microsoft Corp. 
News, Ratings, and Charts."
1,1 month ago,MSFT,"https://news.microsoft.com/2022/10/20/ubs-and-microsoft-announce-landmark-expansion-of-cloud-partnership/"" ",UBS and Microsoft announce landmark expansion of cloud ...,Microsoft News,"UBS and Microsoft announce landmark expansion of cloud partnership. October 
20, 2022 | Microsoft News Center. Share on Facebook (opens new window)..."
2,1 month ago,MSFT,"https://blogs.microsoft.com/blog/2022/10/24/doing-more-with-less-how-organizations-shape-the-future-with-a-strong-digital-posture/"" ",Doing more with less: How organizations shape the future with ...,The Official Microsoft Blog,"... news accessibility across 21 regions. Blind Veterans UK is bringing 
together veterans of different ages for peer support with Microsoft..."
3,1 month ago,MSFT,"https://www.nasdaq.com/articles/stock-market-news-for-oct-20-2022"" ","Stock Market News for Oct 20, 2022",Nasdaq,"Stock Market News for Oct 20, 2022 ... Shares of Alphabet Inc. GOOGL and 
Microsoft Corporation MSFT declined 1.1% and 0.9%, respectively."
4,1 month ago,MSFT,"https://www.zacks.com/stock/news/1995205/microsoft-msft-to-report-q1-earnings-whats-in-the-cards"" ",Microsoft (MSFT) to Report Q1 Earnings: What's in the Cards?,Zacks,"for December, 2022. Our experts picked 7 Zacks Rank #1 Strong Buy stocks 
with the best chance to skyrocket within the next 30-90 days. Recent..."
5,1 week ago,MSFT,"https://finance.yahoo.com/news/schneider-electric-celebrates-diversity-driver-140000158.html"" ",Schneider Electric Celebrates Diversity as a Driver of Sustainability,Yahoo Finance,"... industry peers and leaders in Houston, Texas on October 20th, 2022. ... 
multimedia:https://www.prnewswire.com/news-releases/schneider-..."
6,1 month ago,MSFT,"https://seekingalpha.com/article/4546788-meta-down-minus-62-56-percent-ytd-teaming-up-with-microsoft-could-be-a-major-future-catalyst"" ","Meta Stock Down -62.56% YTD, Teaming Up With Microsoft ...",Seeking Alpha,"Mr. Market has overdone it, and the news shouldn't cause META to lose ... 
With every share of stock purchased, you're getting an equity..."
7,1 month ago,MSFT,"https://www.moneycontrol.com/news/technology/is-microsoft-building-a-xbox-mobile-store-9362881.html"" ",Is Microsoft building a Xbox mobile store?,Moneycontrol,"The details were unearthed from a filing that the Redmond technology giant 
made to the UK Competition and Markets Authority (CMA), which is..."
8,1 month ago,MSFT,"https://seekingalpha.com/news/3893495-microsoft-said-in-talks-to-increase-investment-in-openai-reports"" ",Microsoft said in talks to increase investment in OpenAi ...,Seeking Alpha,"Investors who purchased the OpenAI stock included Sequoia, ... The latest 
news comes after Adobe (ADBE) last month said that it would..."
9,1 month ago,MSFT,"https://www.cnbc.com/2022/10/21/5-things-to-know-before-the-stock-market-opens-friday.html"" ",5 things to know before the stock market opens Friday,CNBC,"Traders on the floor of the NYSE, Oct. 20, 2022. Source: NYSE. Here are the 
most important news items that investors need to start their trading..."
0,1 month ago,MSFT,"https://www.zacks.com/stock/news/1995962/can-earnings-boost-microsoft-mfst-stock"" ",Can Earnings Boost Microsoft (MFST) Stock?,Zacks,"Can Earnings Boost Microsoft (MFST) Stock? Shaun Pruitt October 21, 2022. 
AMZN Quick Quote AMZN MSFT Quick Quote MSFT"
1,1 month ago,MSFT,"https://seekingalpha.com/article/4546707-microsoft-dont-lose-your-money"" ",Microsoft Stock: Don't Lose Your Money (NASDAQ:MSFT),Seeking Alpha,"With Microsoft trading at a low 20s earnings multiple today, it can 
repurchase shares at a pretty meaningful pace. MSFT TTM Stock Buybacks 
Data..."
2,1 month ago,MSFT,"https://www.benzinga.com/markets/options/22/10/29311577/microsoft-whale-trades-for-october-18"" ",Microsoft Whale Trades For October 18 - Microsoft (NASDAQ:MSFT),Benzinga,"Options are a riskier asset compared to just trading the stock, but they 
have higher profit potential. Serious options traders manage this risk..."
3,1 week ago,MSFT,"https://www.newswire.ca/news-releases/research-finds-retailers-aren-t-banking-on-peak-season-this-year-883811259.html"" ",Research Finds Retailers Aren't Banking on Peak Season ...,Newswire.CA,"""Disrupted supply chains, inventory challenges and surplus stock issues ... 
Plc and research was conducted between 12 and 21 October 2022."
4,24-Sept-2022,MSFT,"https://seekingalpha.com/article/4542895-microsoft-buy-here-ride-through-coming-recession"" ",Microsoft Stock: Buy Here And Ride Through The Recession ...,Seeking Alpha,"As such, we revise our rating on MSFT stock from Hold to Buy. Do you want 
to buy only at the right entry points for your growth stocks? We help..."
5,1 month ago,MSFT,"https://www.cnbc.com/2022/10/24/5-things-to-know-before-the-stock-market-opens-monday-october-24.html"" ",5 things to know before the stock market opens Monday,CNBC,"Traders on the floor of the NYSE, Oct. 21, 2022. Source: NYSE. Here are the 
most important news items that investors need to start their trading..."
6,1 month ago,MSFT,"https://in.investing.com/news/stock-market-today-dow-in-best-week-since-june-as-hopes-on-slowing-hikes-emerge-3386952"" ",Stock Market Today: Dow in Best Week Since June as Hopes ...,Investing.com,"Stock Market Today: Dow in Best Week Since June as Hopes on Slowing Hikes 
Emerge. Investing.com; Stock Market News; 2022-10-21 20:14. Stock Market 
Today:..."
7,1 month ago,MSFT,"https://www.moneycontrol.com/news/photos/business/stocks/gainers-losers-10-stocks-that-moved-the-most-on-october-21-3-9372371.html"" ",Gainers &amp; Losers: 10 stocks that moved the most on October 21,Moneycontrol,"The bank index gained 2 percent, while the capital goods, pharma, power, 
and metal index were down 0.5-1 percent. Sandip Das. October 21, 2022 / 
04:39 PM..."
8,1 month ago,MSFT,"https://www.zacks.com/stock/news/1995721/q3-earnings-decent-so-far-big-tech-next-aapl-msft-googl-etc"" ","Q3 Earnings Decent So Far; Big Tech Next: AAPL, MSFT, GOOGL, etc.",Zacks,"Friday, October 21, 2022. With the “first leg” of Q3 earnings season in the 
books, results have been generally better than expected."
9,1 month ago,MSFT,"https://stocknews.com/news/msft-biib-2-trending-stocks-on-wall-street-to-buy-right-now/"" ",MSFT: 2 Trending Stocks on Wall Street to Buy Right Now,StockNews,"2 Trending Stocks on Wall Street to Buy Right Now. NASDAQ: MSFT | Microsoft 
Corp. News, Ratings, and Charts."
0,1 month ago,MSFT,"https://seekingalpha.com/article/4548223-is-microsoft-stock-buy-ftc-activision-deal-decision"" ",Is Microsoft Stock A Buy Ahead Of FTC's Activision Deal ...,Seeking Alpha,"Microsoft's growth story is not centered around Activision Blizzard but ... 
The deal, however, has brought gamers some unsettling news: the..."
1,2 weeks ago,MSFT,"https://www.businesswire.com/news/home/20221115005655/en/Survey-Data-More-PR-Pros-Are-Sharing-Reports-Across-Departments"" ",Survey Data: More PR Pros Are Sharing Reports Across ...,Business Wire,"... Slack, Microsoft Teams) are becoming more popular, increasing by 4% ... 
805 PR pros globally from October 11 to October 22, 2022."
2,1 month ago,MSFT,"https://www.cnbc.com/2022/10/26/5-things-to-know-before-the-stock-market-opens-wednesday-october-26.html"" ",5 things to know before the stock market opens Wednesday,CNBC,"Trader on the floor of the NYSE, Oct. 25, 2022. Source: NYSE. Here are the 
most important news items that investors need to start their trading..."
3,1 month ago,MSFT,"https://www.hellenicshippingnews.com/stock-market-snapshot-for-21-10-2022/"" ",STOCK MARKET SNAPSHOT FOR 21/10/2022,Hellenic Shipping News Worldwide,"STOCK MARKET SNAPSHOT FOR 21/10/2022. in Stock Market News 22/10/2022. 
NASDAQ-Adv: 3,097 Dec: 1,528 NYSE-Adv: 3,038 Dec: 1,171 (Source: Nasdaq)."
4,1 month ago,MSFT,"https://seekingalpha.com/article/4548210-stocks-to-watch-apple-microsoft-boeing-and-amazon-lead-earnings-barrage"" ","Stocks To Watch: Apple, Microsoft, Boeing And Amazon Lead ...",Seeking Alpha,"Stocks To Watch: Apple, Microsoft, Boeing And Amazon Lead Earnings Barrage. 
Oct. 22, 2022 8:46 AM ETAmazon.com, Inc. (AMZN), AAPL, MBLY, MRAI, BLTE, 
TNON,..."
5,1 month ago,MSFT,"https://www.moneycontrol.com/news/business/markets/wall-street-week-ahead-megacap-earnings-to-test-fledgling-us-stock-rebound-9375141.html"" ",Wall Street Week Ahead | Megacap earnings to test fledgling US stock rebound,Moneycontrol,"Apple, Microsoft, Google-parent Alphabet and Amazon account for a combined 
20 ... Even with stocks' latest rebound, the index has dropped 21..."
6,1 month ago,MSFT,"https://www.cnbc.com/2022/10/24/stock-market-futures-open-to-close-news.html"" ","Stocks close higher for third consecutive day, Nasdaq adds 2.2% ahead of 
Big Tech earnings",CNBC,"Correction: An earlier version of this article misstated the day for 
Microsoft's earnings. Tue, Oct 25 20224:..."
7,1 month ago,MSFT,"https://www.thecoinrepublic.com/2022/10/15/microsoft-stock-price-recovered-last-night-is-this-beginning-to-an-uptrend/"" ","Microsoft Stock Price Recovered Last Night, Is This Beginning ...",The Coin Republic,"As of now, buyers barely keep their holding on Microsoft shares. 
Eventually, swing traders and scalpers have been avoiding bearish markets..."
8,19-Aug-2022,MSFT,"https://www.cnbc.com/2022/08/18/stock-market-news-live-updates-futures-open-to-close.html"" ","Stocks fall Friday to notch weekly loss, S&amp;P 500 snaps 4-week-long rally",CNBC,"In other news, about a $2 trillion notional value worth of options ... 
Apple and Microsoft also slipped about 1% each, while semiconductor stocks 
Nvidia and..."
9,1 month ago,MSFT,"https://www.moneycontrol.com/news/business/infographic-cci-fines-google-a-look-at-fines-on-us-tech-giants-by-other-countries-for-unfair-competition-9375811.html"" ","Infographic | CCI fines Google: A look at fines on US tech giants by other 
countries for unfair...",Moneycontrol,"Take a look at how, In the past few years, many countries fined US tech 
giants for not allowing fair competition. Moneycontrol News. October 22,..."
0,1 month ago,MSFT,"https://www.bloomberg.com/news/articles/2022-10-23/asian-shares-poised-to-advance-after-yields-dip-markets-wrap"" ","Stock Market Today: Dow, S&amp;P Live Updates for Oct. 23, 2022",Bloomberg.com,"Stocks Keep Rally Going as Big-Tech Earnings Loom: Markets Wrap ... this 
week are Alphabet Inc., Microsoft Corp. and Meta Platforms Inc."
1,1 month ago,MSFT,"https://www.cnbc.com/2022/10/23/stock-futures-rise-after-notching-their-best-week-since-june.html"" ","Stocks notch second day of gains Monday, Dow closes more than 400 points 
higher",CNBC,"Results for Alphabet and Microsoft are out Tuesday. ... they need to 
continue raising rates, but the news Friday really shook the market in a 
positive way."
2,1 month ago,MSFT,"https://in.investing.com/news/dow-futures-lift-after-indices-post-best-week-since-june-3387995"" ",Dow Futures Lift After Indices Post Best Week Since June,Investing.com,"Dow Futures Lift After Indices Post Best Week Since June. Investing.com; 
Stock Market News; 2022-10-23 23:20. Dow Futures Lift After Indices Post 
Best Week..."
3,1 month ago,MSFT,"https://www.nasdaq.com/articles/microsoft-stock-to-post-mixed-results-in-q1"" ",Microsoft Stock To Post Mixed Results In Q1?,Nasdaq,"Microsoft (NASDAQ: MSFT) is scheduled to report its fiscal Q1 2023 results 
on ... [1] Month-to-date and year-to-date as of 10/23/2022"
4,1 month ago,MSFT,"https://www.benzinga.com/analyst-ratings/analyst-color/22/10/29369272/microsoft-reports-q1-earnings-tuesday-what-this-analyst-says-is-the-linchpin-to-lon"" ","Microsoft Reports Q1 Earnings Tuesday: What This Analyst Says Is The 
'Linchpin' To Long-Term Bull Case -",Benzinga,"The analyst also named the stock as one of the firm's top picks in tech 
heading into 2023. The Microsoft Takeaways: Given the macro backdrop for..."
5,1 month ago,MSFT,"https://www.moneycontrol.com/news/business/markets/samvat-2079-roundtable-is-the-us-market-over-or-are-we-repeating-a-mistake-9373381.html"" ","Samvat 2079 Roundtable: Is the 'US market over' or are we repeating a 
mistake?",Moneycontrol,"Aggressive interest rate hikes have caused the US stock markets to fall 
deeply. The S&amp;P 500 index has dropped 20 percent so far in 2022..."
6,1 month ago,MSFT,"https://seekingalpha.com/article/4548390-this-is-what-microsoft-is-doing-to-protect-its-bundle"" ",This Is What Microsoft Is Doing To Protect Its Bundle ...,Seeking Alpha,"Why Microsoft Designer Is A Big Deal. So far, many could just think 
Microsoft is launching some cool apps. But why is this news worthy of..."
7,1 month ago,MSFT,"https://www.cnbc.com/2022/10/24/5-things-to-know-before-the-stock-market-opens-monday-october-24.html"" ",5 things to know before the stock market opens Monday,CNBC,"Here are the most important news items that investors need to start their 
... Google parent Alphabet, Microsoft, Facebook parent Meta,..."
8,4 weeks ago,MSFT,"https://capital.com/apt-btc-prediction-aptos-bitcoin-exchange-solana-killer"" ",APT/BTC Forecast | Will APT/BTC Go Up or Down?,Capital.com,"How do APT and BTC trade against each other and what's in stock for ... 
including at Microsoft (MSFT), PayPal (PYPL) and Overstock (OSTK)."
9,1 month ago,MSFT,"https://www.reuters.com/technology/microsoft-powers-up-search-chinese-gaming-hits-race-against-sony-2022-10-24/"" ",Microsoft powers up search for Chinese gaming hits in race ...,Reuters,"From startups to the FAANGs, get the latest news and trends in the global 
technology industry. Sign up. More from Reuters..."
0,1 month ago,MSFT,"https://www.gematsu.com/2022/11/famitsu-sales-10-24-22-10-30-22"" ",Famitsu Sales: 10/24/22 - 10/30/22 [Update],Gematsu,"PlayStation 5 and Xbox Series consoles continue to face stock issues. ... 
[NSW] Minecraft (Microsoft, 06/21/18) – 5,840 (2,833,114)..."
1,1 month ago,MSFT,"https://blogs.microsoft.com/blog/2022/10/24/doing-more-with-less-how-organizations-shape-the-future-with-a-strong-digital-posture/"" ",Doing more with less: How organizations shape the future with ...,The Official Microsoft Blog,"It was great to connect with so many of you in person and virtually at 
Ignite, Microsoft's annual gathering of developers and IT..."
2,1 month ago,MSFT,"https://www.zacks.com/stock/news/1996314/microsoft-q1-preview-can-shares-kick-back-into-gear"" ",Microsoft Q1 Preview: Can Shares Kick Back Into Gear?,Zacks,"Derek Lewis October 24, 2022. MSFT Quick Quote MSFT. Trades from $1. 
Follow. Share on StockTwits. You follow Stocks In The News - edit."
3,1 month ago,MSFT,"https://seekingalpha.com/article/4548223-is-microsoft-stock-buy-ftc-activision-deal-decision"" ",Is Microsoft Stock A Buy Ahead Of FTC's Activision Deal ...,Seeking Alpha,"Microsoft's growth story is not centered around Activision Blizzard but ... 
The deal, however, has brought gamers some unsettling news: the..."
4,1 month ago,MSFT,"https://www.cnbc.com/2022/10/23/stock-futures-rise-after-notching-their-best-week-since-june.html"" ","Stocks notch second day of gains Monday, Dow closes more than 400 points 
higher",CNBC,"Results for Alphabet and Microsoft are out Tuesday. ... they need to 
continue raising rates, but the news Friday really shook the market in a 
positive way."
5,1 month ago,MSFT,"https://seekingalpha.com/article/4548574-microsoft-sustainable-value-and-growth-in-a-bear-market"" ",Microsoft: Sustainable Value And Growth In A Bear Market ...,Seeking Alpha,"Despite maintaining financial results, Microsoft has not been immune to the 
2022 ... The dividend is safe and likely to grow as is the stock..."
6,1 month ago,MSFT,"https://www.moneycontrol.com/news/business/business-in-the-week-ahead-october-24-october-28-2022-9370311.html"" ","Business in the Week Ahead (October 24 – October 28, 2022)",Moneycontrol,"Business in the Week Ahead (October 24 – October 28, 2022). The Flash PMIs 
due on Monday will tell us whether the fears of a recession in..."
7,1 month ago,MSFT,"https://www.moneycontrol.com/news/videos/business/stocks/reliance-icici-bank-yes-bank-hul-top-stocks-to-watch-on-oct-24-2022-9380661.html"" ","Reliance, ICICI Bank, Yes Bank, &amp; HUL: Top Stocks To Watch On Oct 24, 2022",Moneycontrol,"Check out this curated list of buzzing stocks from the Moneycontrol markets 
team and why they are in the news."
8,07-Oct-2022,MSFT,"https://seekingalpha.com/news/3889601-microsoft-named-a-new-short-idea-at-hedgeye"" ",Microsoft named a new short idea at Hedgeye (NASDAQ:MSFT),Seeking Alpha,"BUT when the market is going down and stocks are crashing and people are 
bailing, even the best companies are dropping. The mutual funds and..."
9,1 month ago,MSFT,"https://www.zacks.com/stock/news/1996122/major-earnings-reports-flood-in-global-week-ahead"" ",Major Earnings Reports Flood In: Global Week Ahead,Zacks,"Most shares will likely follow the trading action of the major mega-cap 
tech stocks. (1) Microsoft ( MSFT Quick Quote"
0,1 week ago,MSFT,"https://stocknews.com/news/msft-vrtx-cnc-a-mye-the-5-best-stocks-to-invest-in-for-the-long/"" ",MSFT: The 5 Best Stocks to Invest in for the Long Term,StockNews.com,"MSFT's shares have gained marginally intraday to close the last ... On 
October 25, 2022, CNC and Express Scripts, Cigna Corporation's (CI)..."
1,3 weeks ago,MSFT,"https://stocknews.com/news/msft-pep-biib-ftnt-4-nasdaq-stocks-youll-never-regret-buying/"" ",MSFT: 4 Nasdaq Stocks You'll Never Regret Buying,StockNews,"4 Nasdaq Stocks You'll Never Regret Buying. NASDAQ: MSFT | Microsoft Corp. 
News, Ratings, and Charts."
2,3 weeks ago,MSFT,"https://in.investing.com/news/diebold-earnings-revenue-miss-in-q3-3410027"" ","Diebold earnings, Revenue miss in Q3",Investing.com,"Diebold shares lost 5.21% in pre-market trade the report. ... Microsoft had 
beat expectations on Tuesday, October 25, 2022 with first..."
